EmployeeKey,EmployeeNumber,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentKey,JobRoleKey,EducationFieldKey,GenderKey,MaritalStatusKey,BusinessTravelKey,OverTimeKey,AttritionKey
796,1105,37,309,10,4,4,88,2,2,4,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0,1,1,1,1,3,1,1,2
797,1106,25,1219,4,1,4,32,3,1,4,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6,2,3,5,2,2,1,1,1
798,1107,26,1330,21,3,1,37,3,1,3,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0,2,3,3,2,3,1,2,1
799,1108,33,1017,25,3,1,55,2,1,2,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2,2,2,3,2,1,1,1,1
800,1109,42,469,2,2,4,35,3,4,1,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7,2,6,3,2,2,1,2,2
801,1111,28,1009,1,3,1,45,2,1,2,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0,2,3,3,2,3,2,2,1
802,1113,50,959,1,4,4,81,3,2,3,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0,1,1,2,2,1,2,1,1
803,1114,33,970,7,3,4,30,3,2,2,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2,1,1,1,1,2,2,2,2
804,1115,34,697,3,4,3,40,2,1,4,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0,2,2,1,2,2,3,2,2
805,1116,48,1262,1,4,1,35,4,4,4,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1,2,6,3,2,1,3,2,2
806,1117,45,1050,9,4,2,65,2,2,3,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12,1,1,1,1,2,3,2,2
807,1118,52,994,7,4,2,87,3,3,2,10445,15322,7,19,3,4,0,18,4,3,8,6,4,0,2,5,1,2,1,1,2,2
808,1119,38,770,10,4,3,73,2,3,3,8740,5569,0,14,3,2,2,9,2,3,8,7,2,7,1,1,4,2,3,1,1,2
809,1120,29,1107,28,4,3,93,3,1,4,2514,26968,4,22,4,1,1,11,1,3,7,5,1,7,2,2,1,1,3,1,2,2
810,1121,28,950,3,3,4,93,3,3,2,7655,8039,0,17,3,2,3,10,3,2,9,7,1,7,2,4,3,1,3,1,2,2
811,1124,46,406,3,1,1,52,3,4,3,17465,15596,3,12,3,4,1,23,3,3,12,9,4,9,1,6,4,2,2,1,2,2
812,1125,38,130,2,2,4,32,3,3,2,7351,20619,7,16,3,3,0,10,2,3,1,0,0,0,1,1,4,2,1,1,2,2
813,1126,43,1082,27,3,3,83,3,3,1,10820,11535,8,11,3,3,1,18,1,3,8,7,0,1,2,4,1,1,2,2,2,2
814,1127,39,203,2,3,1,84,3,4,4,12169,13547,7,11,3,4,3,21,4,3,18,7,11,5,2,5,1,2,3,2,2,1
815,1128,40,1308,14,3,3,44,2,5,3,19626,17544,1,14,3,1,0,21,2,4,20,7,4,9,2,8,3,2,1,1,2,2
816,1131,21,984,1,1,4,70,2,1,2,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2,2,2,5,1,1,1,1,2
817,1132,39,439,9,3,3,70,3,2,2,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3,2,3,1,2,1,3,2,2
818,1133,36,217,18,4,1,78,3,2,4,7779,23238,2,20,4,1,0,18,0,3,11,9,0,9,2,4,1,2,1,3,2,2
819,1135,31,793,20,3,3,67,4,1,4,2791,21981,0,12,3,1,1,3,4,3,2,2,2,2,1,7,1,2,2,2,2,2
820,1136,28,1451,2,1,1,67,2,1,2,3201,19911,0,17,3,1,0,6,2,1,5,3,0,4,2,2,1,2,2,1,2,2
821,1137,35,1182,11,2,4,54,3,2,4,4968,18500,1,11,3,4,1,5,3,3,5,2,0,2,1,1,4,2,3,2,2,2
822,1138,49,174,8,4,4,56,2,4,2,13120,11879,6,17,3,2,1,22,3,3,9,8,2,3,1,1,5,2,2,1,2,2
823,1140,34,1003,2,2,4,95,3,2,3,4033,15834,2,11,3,4,0,5,3,2,3,2,0,2,2,4,1,2,1,2,2,2
824,1143,29,490,10,3,4,61,3,1,2,3291,17940,0,14,3,4,2,8,2,2,7,5,1,1,2,2,1,1,3,2,2,2
825,1148,42,188,29,3,2,56,1,2,4,4272,9558,4,19,3,1,0,16,3,3,1,0,0,0,2,3,3,2,1,1,2,2
826,1150,29,718,8,1,2,79,2,2,4,5056,17689,1,15,3,3,1,10,2,2,10,7,1,2,2,4,3,2,2,1,1,2
827,1152,38,433,1,3,3,37,4,1,3,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0,3,9,6,2,2,1,2,2
828,1154,28,773,6,3,3,39,2,1,3,2703,22088,1,14,3,4,1,3,2,3,3,1,0,2,2,2,1,2,3,2,1,2
829,1156,18,247,8,1,3,80,3,1,3,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0,2,3,3,2,1,3,2,1
830,1157,33,603,9,4,1,77,3,2,1,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3,1,1,4,1,1,1,1,1
831,1158,41,167,12,4,2,46,3,1,4,4766,9051,3,11,3,1,1,6,4,3,1,0,0,0,2,3,1,2,2,1,1,2
832,1160,31,874,15,3,3,72,3,1,3,2610,6233,1,12,3,3,1,2,5,2,2,2,2,2,2,3,3,2,2,2,2,1
833,1161,37,367,25,2,3,52,2,2,4,5731,17171,7,13,3,3,2,9,2,3,6,2,1,3,2,5,3,1,3,1,2,2
834,1162,27,199,6,3,4,55,2,1,3,2539,7950,1,13,3,3,1,4,0,3,4,2,2,2,2,2,1,2,2,1,2,2
835,1163,34,1400,9,1,2,70,3,2,3,5714,5829,1,20,4,1,0,6,3,2,6,5,1,3,1,1,1,1,2,1,2,2
836,1164,35,528,8,4,3,100,3,1,3,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4,3,9,5,2,1,1,2,2
837,1165,29,408,23,1,4,45,2,3,1,7336,11162,1,13,3,1,1,11,3,1,11,8,3,10,1,1,1,1,2,1,2,1
838,1166,40,593,9,4,2,88,3,3,3,13499,13782,9,17,3,3,0,20,3,2,18,7,2,13,2,8,3,1,1,2,2,2
839,1167,42,481,12,3,3,44,3,4,1,13758,2447,0,12,3,2,0,22,2,2,21,9,13,14,1,1,1,2,1,2,1,1
840,1171,42,647,4,4,2,45,3,2,1,5155,2253,7,13,3,4,0,9,3,4,6,4,1,5,1,1,4,2,1,1,2,2
841,1172,35,982,1,4,4,58,2,1,3,2258,16340,6,12,3,2,1,10,2,3,8,0,1,7,2,3,3,2,2,1,2,2
842,1173,24,477,24,3,4,49,3,1,2,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2,2,3,3,2,1,1,2,2
843,1175,28,1485,12,1,3,79,3,1,4,2515,22955,1,11,3,4,0,1,4,2,1,1,0,0,2,3,1,1,2,1,1,1
844,1177,26,1384,3,4,1,82,4,1,4,4420,13421,1,22,4,2,1,8,2,3,8,7,0,7,2,3,3,2,2,1,2,2
845,1179,30,852,10,3,3,72,2,2,3,6578,2706,1,18,3,1,1,10,3,3,10,3,1,4,1,1,4,2,2,1,2,2
846,1180,40,902,26,2,3,92,2,2,4,4422,21203,3,13,3,4,1,16,3,1,1,1,0,0,2,2,3,1,2,2,1,2
847,1182,35,819,2,3,3,44,2,3,2,10274,19588,2,18,3,2,1,15,2,4,7,7,6,4,2,4,1,2,3,1,2,2
848,1184,34,669,1,3,4,97,2,2,1,5343,25755,0,20,4,3,0,14,3,3,13,9,4,9,2,5,3,2,1,2,2,2
849,1185,35,636,4,4,4,47,2,1,4,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2
850,1188,43,1372,9,3,1,85,1,2,3,5346,9489,8,13,3,2,0,7,2,2,4,3,1,3,1,1,4,1,1,1,2,1
851,1190,32,862,2,1,3,76,3,1,1,2827,14947,1,12,3,3,3,1,3,3,1,0,0,0,1,7,1,1,3,3,2,2
852,1191,56,718,4,4,4,92,3,5,1,19943,18575,4,13,3,4,1,28,2,3,5,2,4,2,2,6,5,1,3,1,2,2
853,1192,29,1401,6,1,2,54,3,1,4,3131,26342,1,13,3,1,1,10,5,3,10,8,0,8,2,3,3,1,2,1,2,2
854,1193,19,645,9,2,3,54,3,1,1,2552,7172,1,25,4,3,0,1,4,3,1,1,0,0,2,2,1,2,1,1,2,2
855,1195,45,1457,7,3,1,83,3,1,3,4477,20100,4,19,3,3,1,7,2,2,3,2,0,2,2,2,3,1,2,1,1,2
856,1196,37,977,1,3,4,56,2,2,4,6474,9961,1,13,3,2,1,14,2,2,14,8,3,11,2,4,1,1,2,1,2,2
857,1198,20,805,3,3,1,87,2,1,3,3033,12828,1,12,3,1,0,2,2,2,2,2,1,2,2,3,1,2,1,1,2,2
858,1200,44,1097,10,4,3,96,3,1,3,2936,10826,1,11,3,3,0,6,4,3,6,4,0,2,2,2,1,2,1,1,1,1
859,1201,53,1223,7,2,4,50,3,5,3,18606,18640,3,18,3,2,1,26,6,3,7,7,4,7,2,6,3,1,3,1,2,2
860,1202,29,942,15,1,2,69,1,1,4,2168,26933,0,18,3,1,1,6,2,2,5,4,1,3,2,2,1,1,2,1,1,2
861,1203,22,1256,3,4,3,48,2,1,4,2853,4223,0,11,3,2,1,1,5,3,0,0,0,0,2,2,1,2,2,2,1,1
862,1204,46,1402,2,3,3,69,3,4,1,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9,1,6,4,1,2,1,2,2
863,1206,44,111,17,3,4,74,1,1,3,2290,4279,2,13,3,4,0,6,3,3,0,0,0,0,2,2,1,2,1,3,2,2
864,1207,33,147,2,3,2,99,3,1,3,3600,8429,1,13,3,4,1,5,2,3,5,4,1,4,3,9,6,2,2,1,2,2
865,1210,41,906,5,2,1,95,2,1,1,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0,2,2,1,2,3,3,2,1
866,1211,30,1329,29,4,3,61,3,2,1,4115,13192,8,19,3,3,3,8,3,3,4,3,0,3,1,1,1,2,3,1,2,2
867,1212,40,1184,2,4,2,62,3,2,2,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0,1,1,3,2,2,2,2,2
868,1215,50,1421,2,3,4,30,3,4,1,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2,2,6,3,1,2,2,2,2
869,1216,28,1179,19,4,4,78,2,1,1,3196,12449,1,12,3,3,3,6,2,3,6,5,3,3,2,3,3,2,2,1,2,2
870,1217,46,1450,15,2,4,52,3,5,2,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3,2,8,1,2,2,1,2,2
871,1218,35,1361,17,4,3,94,3,2,1,8966,21026,3,15,3,4,3,15,2,3,7,7,1,7,1,1,1,2,2,1,1,2
872,1219,24,984,17,2,4,97,3,1,2,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0,2,3,1,1,2,1,2,1
873,1220,33,1146,25,3,2,82,3,2,3,4539,4905,1,12,3,1,1,10,3,2,10,7,0,1,1,1,3,1,2,2,2,2
874,1221,36,917,6,4,3,60,1,1,3,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7,2,3,1,2,3,1,2,2
875,1224,30,853,7,4,3,49,3,2,3,3491,11309,1,13,3,1,3,10,4,2,10,7,8,9,2,3,1,2,3,1,2,2
876,1225,44,200,29,4,4,32,3,2,4,4541,7744,1,25,4,2,0,20,3,3,20,11,13,17,2,2,2,2,1,1,2,2
877,1226,20,654,21,3,3,43,4,1,4,2678,5050,1,17,3,4,0,2,2,3,2,1,2,2,1,7,4,2,1,1,2,2
878,1228,46,150,2,4,4,60,3,2,4,7379,17433,2,11,3,3,1,12,3,2,6,3,1,4,2,4,5,2,3,1,2,2
879,1231,42,179,2,5,4,79,4,2,1,6272,12858,7,16,3,1,1,10,3,4,4,3,0,3,3,9,3,2,2,3,2,2
880,1233,60,696,7,4,2,52,4,2,4,5220,10893,0,18,3,2,1,12,3,3,11,7,1,9,1,1,4,2,3,1,1,2
881,1234,32,116,13,3,3,77,2,1,2,2743,7331,1,20,4,3,1,2,2,3,2,2,2,2,2,3,2,1,2,2,2,2
882,1235,32,1316,2,2,4,38,3,2,3,4998,2338,4,14,3,4,0,10,2,3,8,7,0,7,2,2,1,1,1,2,1,2
883,1237,36,363,1,3,3,77,1,3,1,10252,4235,2,21,4,3,1,17,2,3,7,7,7,7,2,4,5,1,3,1,1,2
884,1238,33,117,9,3,1,60,3,1,4,2781,6311,0,13,3,2,1,15,5,3,14,10,4,10,2,2,3,2,2,1,2,2
885,1239,40,107,10,3,2,84,2,2,2,6852,11591,7,12,3,2,1,7,2,4,5,1,1,3,1,1,5,1,3,1,2,2
886,1240,25,1356,10,4,3,57,3,2,4,4950,20623,0,14,3,2,0,5,4,3,4,3,1,1,1,1,1,2,1,1,2,2
887,1241,30,1465,1,3,4,63,3,1,2,3579,9369,0,21,4,1,1,12,2,3,11,9,5,7,2,2,3,2,2,1,1,2
888,1242,42,458,26,5,1,60,3,3,1,13191,23281,3,17,3,3,0,20,6,3,1,0,0,0,2,8,3,1,2,2,1,2
889,1243,35,1212,8,2,3,78,2,3,4,10377,13755,4,11,3,2,1,16,6,2,13,2,4,12,1,1,4,1,2,3,1,2
890,1244,27,1103,14,3,1,42,3,1,1,2235,14377,1,14,3,4,2,9,3,2,9,7,6,8,2,2,1,2,2,1,1,2
891,1245,54,966,1,4,4,53,3,3,3,10502,9659,7,17,3,1,1,33,2,1,5,4,1,4,2,4,1,1,3,2,2,2
892,1246,44,1117,2,1,1,72,4,1,4,2011,19982,1,13,3,4,1,10,5,3,10,5,7,7,2,2,1,1,2,1,2,2
893,1248,19,504,10,3,1,96,2,1,2,1859,6148,1,25,4,2,0,1,2,4,1,1,0,0,2,2,3,1,1,3,1,1
894,1249,29,1010,1,3,1,97,3,1,4,3760,5598,1,15,3,1,3,3,5,3,3,2,1,2,2,2,1,1,3,1,2,2
895,1250,54,685,3,3,4,85,3,4,4,17779,23474,3,14,3,1,0,36,2,3,10,9,0,9,2,8,1,2,2,1,2,2
896,1251,31,1332,11,2,3,80,3,2,1,6833,17089,1,12,3,4,0,6,2,2,6,5,0,1,2,5,3,2,2,1,1,2
897,1252,31,1062,24,3,3,96,2,2,1,6812,17198,1,19,3,2,0,10,2,3,10,9,1,8,2,5,3,1,1,1,2,2
898,1254,59,326,3,3,3,48,2,2,4,5171,16490,5,17,3,4,0,13,2,3,6,1,0,5,1,1,1,1,1,1,2,2
899,1255,43,920,3,3,3,96,1,5,4,19740,18625,3,14,3,2,1,25,2,3,8,7,0,7,2,8,1,2,2,1,2,2
900,1256,49,1098,4,2,1,85,2,5,3,18711,12124,2,13,3,3,1,23,2,4,1,0,0,0,2,6,3,2,2,1,2,2
901,1257,36,469,3,3,3,46,3,1,2,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7,2,2,5,2,2,2,2,2
902,1258,48,969,2,2,4,76,4,1,2,2559,16620,5,11,3,3,0,7,4,2,1,0,0,0,2,3,5,2,1,1,2,2
903,1259,27,1167,4,2,1,76,3,1,3,2517,3208,1,11,3,2,3,5,2,3,5,3,0,3,2,2,1,2,3,1,2,2
904,1260,29,1329,7,3,3,82,3,2,4,6623,4204,1,11,3,2,2,6,2,3,6,0,1,0,2,5,1,2,3,1,1,2
905,1263,48,715,1,3,4,76,2,5,4,18265,8733,6,12,3,3,0,25,3,4,1,0,0,0,2,8,1,2,1,1,2,2
906,1264,29,694,1,3,4,87,2,4,4,16124,3423,3,14,3,2,2,9,2,2,7,7,1,7,2,8,1,1,3,1,2,2
907,1265,34,1320,20,3,3,89,4,1,3,2585,21643,0,17,3,4,0,2,5,2,1,0,0,0,2,2,5,1,2,1,2,2
908,1267,44,1099,5,3,2,88,3,5,2,18213,8751,7,11,3,3,1,26,5,3,22,9,3,10,1,6,4,2,2,1,2,2
909,1268,33,536,10,5,4,82,4,3,3,8380,21708,0,14,3,4,2,10,3,3,9,8,0,8,1,1,4,2,3,1,1,2
910,1269,19,265,25,3,2,57,4,1,4,2994,21221,1,12,3,4,0,1,2,3,1,0,0,1,2,2,1,1,1,1,1,2
911,1270,23,373,1,2,4,47,3,1,3,1223,16901,1,22,4,4,1,1,2,3,1,0,0,1,2,2,1,2,2,1,2,2
912,1273,25,599,24,1,3,73,1,1,4,1118,8040,1,14,3,4,0,1,4,3,1,0,1,0,1,7,1,2,1,2,1,1
913,1275,26,583,4,2,3,53,3,1,4,2875,9973,1,20,4,2,0,8,2,2,8,5,2,2,2,2,1,2,1,1,1,2
914,1277,45,1449,2,3,1,94,1,5,2,18824,2493,2,16,3,1,0,26,2,3,24,10,1,11,1,6,4,1,1,1,1,1
915,1278,55,177,8,1,4,37,2,4,2,13577,25592,1,15,3,4,1,34,3,3,33,9,15,0,2,5,3,2,3,3,1,2
916,1279,21,251,10,2,1,45,2,1,3,2625,25308,1,20,4,3,0,2,2,1,2,2,2,2,2,3,1,1,1,2,2,1
917,1280,46,168,4,2,4,33,2,5,2,18789,9946,2,14,3,3,1,26,2,3,11,4,0,8,1,6,4,1,2,1,2,2
918,1281,34,131,2,3,3,86,3,2,1,4538,6039,0,12,3,4,0,4,3,3,3,2,0,2,1,1,4,1,1,1,1,2
919,1282,51,237,9,3,4,83,3,5,2,19847,19196,4,24,4,1,1,31,5,2,29,10,11,10,1,6,1,2,3,2,1,2
920,1283,59,1429,18,4,4,67,3,3,4,10512,20002,6,12,3,4,0,25,6,2,9,7,5,4,2,4,3,2,1,1,2,2
921,1285,34,135,19,3,3,46,3,2,2,4444,22534,4,13,3,3,2,15,2,4,11,8,5,10,2,3,3,1,3,2,2,2
922,1286,28,791,1,4,4,44,3,1,3,2154,6842,0,11,3,3,0,5,2,2,4,2,0,2,2,3,3,2,1,2,1,2
923,1288,44,1199,4,2,3,92,4,5,1,19190,17477,1,14,3,4,2,26,4,2,25,9,14,13,2,6,1,2,3,1,2,2
924,1289,34,648,11,3,3,56,2,2,2,4490,21833,4,11,3,4,2,14,5,4,10,9,1,8,3,9,1,2,2,2,2,2
925,1291,35,735,6,1,3,66,3,1,3,3506,6020,0,14,3,4,0,4,3,3,3,2,2,2,2,2,1,2,2,1,1,2
926,1292,42,603,7,4,2,78,4,2,2,2372,5628,6,16,3,4,0,18,2,3,1,0,0,0,2,2,3,1,2,1,1,2
927,1293,43,531,4,4,4,56,2,3,4,10231,20364,3,14,3,4,0,23,3,4,21,7,15,17,1,1,4,1,1,1,2,2
928,1294,36,429,2,4,3,53,3,2,2,5410,2323,9,11,3,4,0,18,2,3,16,14,5,12,2,4,1,1,1,1,1,2
929,1295,44,621,15,3,1,73,3,3,4,7978,14075,1,11,3,4,1,10,2,3,10,7,0,5,2,5,3,1,2,1,2,1
930,1296,28,193,2,3,4,52,2,1,4,3867,14222,1,12,3,2,1,2,2,3,2,2,2,2,2,3,1,2,2,2,1,2
931,1297,51,968,6,2,2,40,2,1,3,2838,4257,0,14,3,2,0,8,6,2,7,0,7,7,2,3,3,1,1,2,2,2
932,1298,30,879,9,2,3,72,3,2,3,4695,12858,7,18,3,3,0,10,3,3,8,4,1,7,2,4,3,1,1,3,1,2
933,1299,29,806,7,3,2,39,3,1,3,3339,17285,3,13,3,1,2,10,2,3,7,7,7,7,2,3,5,1,3,1,1,1
934,1301,28,640,1,3,4,84,3,1,1,2080,4732,2,11,3,2,0,5,2,2,3,2,1,2,2,2,5,2,1,1,2,2
935,1303,25,266,1,3,4,40,3,1,2,2096,18830,1,18,3,4,0,2,3,2,2,2,2,1,2,2,3,1,1,1,2,2
936,1304,32,604,8,3,3,56,4,2,4,6209,11693,1,15,3,3,2,10,4,4,10,7,0,8,1,1,3,2,2,1,2,2
937,1306,45,364,25,3,2,83,3,5,2,18061,13035,3,22,4,3,0,22,4,3,0,0,0,0,2,6,3,1,1,2,2,2
938,1307,39,412,13,4,3,94,2,4,2,17123,17334,6,13,3,4,2,21,4,3,19,9,15,2,2,6,3,1,3,1,1,2
939,1308,58,848,23,4,1,88,3,1,3,2372,26076,1,12,3,4,2,2,3,3,2,2,2,2,2,2,1,2,3,1,2,2
940,1309,32,1089,7,2,4,79,3,2,3,4883,22845,1,18,3,1,1,10,3,3,10,4,1,1,2,3,1,2,2,1,2,1
941,1310,39,360,23,3,3,93,3,1,1,3904,22154,0,13,3,1,0,6,2,3,5,2,0,3,2,2,3,2,1,1,2,1
942,1311,30,1138,6,3,1,48,2,2,4,4627,23631,0,12,3,1,1,10,6,3,9,2,6,7,2,3,5,1,2,1,2,2
943,1312,36,325,10,4,4,63,3,3,3,7094,5747,3,12,3,1,0,10,0,3,7,7,1,7,2,5,5,1,2,1,2,2
944,1314,46,991,1,2,4,44,3,1,1,3423,22957,6,12,3,3,0,10,3,4,7,6,5,7,3,9,1,1,1,1,2,2
945,1315,28,1476,1,3,3,55,1,2,4,6674,16392,0,11,3,1,3,10,6,3,9,8,7,5,2,3,1,1,2,3,2,2
946,1317,50,1322,28,3,4,43,3,4,1,16880,22422,4,11,3,2,0,25,2,3,3,2,1,2,2,8,1,1,2,1,1,2
947,1318,40,299,25,4,4,57,2,3,2,9094,17235,2,12,3,3,0,9,2,3,5,4,1,0,1,1,4,2,1,1,1,1
948,1319,52,1030,5,3,2,64,3,3,2,8446,21534,9,19,3,3,0,10,2,2,8,7,7,7,1,1,1,2,1,1,1,1
949,1321,30,634,17,4,2,95,3,3,1,11916,25927,1,23,4,4,2,9,2,3,9,1,0,8,2,6,3,1,2,1,1,2
950,1322,39,524,18,2,1,32,3,2,3,4534,13352,0,11,3,1,0,9,6,3,8,7,1,7,2,4,1,2,1,1,2,2
951,1324,31,587,2,4,4,57,3,3,3,9852,8935,1,19,3,1,1,10,5,2,10,8,9,6,1,1,1,1,3,3,1,2
952,1329,41,256,10,2,3,40,1,2,2,6151,22074,1,13,3,1,0,19,4,3,19,2,11,9,1,1,3,2,1,3,2,2
953,1331,31,1060,1,3,4,54,3,1,2,2302,8319,1,11,3,1,0,3,2,4,3,2,2,2,1,7,1,1,1,2,1,1
954,1333,44,935,3,3,1,89,3,1,1,2362,14669,4,12,3,3,0,10,4,4,3,2,1,2,2,3,1,2,2,1,2,1
955,1334,42,495,2,1,3,37,3,4,3,17861,26582,0,13,3,4,0,21,3,2,20,8,2,10,2,6,1,2,2,3,1,2
956,1336,55,282,2,2,4,58,1,5,3,19187,6992,4,14,3,4,1,23,5,3,19,9,9,11,2,6,3,1,2,1,2,2
957,1338,56,206,8,4,4,99,3,5,2,19717,4022,6,14,3,1,0,36,4,3,7,3,7,7,3,6,1,2,1,1,2,2
958,1340,40,458,16,2,3,74,3,1,3,3544,8532,9,16,3,2,1,6,0,3,4,2,0,0,2,2,1,2,3,3,2,2
959,1344,34,943,9,3,4,86,3,3,4,8500,5494,0,11,3,4,1,10,0,2,9,7,1,6,2,5,1,2,3,1,2,2
960,1346,40,523,2,3,3,98,3,2,4,4661,22455,1,13,3,3,0,9,4,3,9,8,8,8,2,2,1,2,1,1,2,2
961,1349,41,1018,1,3,3,66,3,2,1,4103,4297,0,17,3,4,1,10,2,3,9,3,1,7,1,1,4,1,3,2,2,2
962,1350,35,482,4,4,3,87,3,2,3,4249,2690,1,11,3,2,0,9,3,3,9,6,1,1,2,2,1,2,1,2,1,2
963,1352,51,770,5,3,3,84,3,4,2,14026,17588,1,11,3,2,1,33,2,3,33,9,0,10,3,6,1,2,3,1,1,2
964,1355,38,1009,2,2,2,31,3,2,1,6893,19461,3,15,3,4,1,11,3,3,7,7,1,7,1,1,1,1,3,1,2,2
965,1356,34,507,15,2,3,66,3,2,1,6125,23553,1,12,3,4,0,10,6,4,10,8,9,6,1,1,3,1,1,1,2,2
966,1358,25,882,19,1,4,67,3,1,4,3669,9075,3,11,3,3,3,7,6,2,3,2,1,2,2,3,3,2,2,1,2,2
967,1360,58,601,7,4,3,53,2,3,1,10008,12023,7,14,3,4,0,31,0,2,10,9,5,9,2,4,3,1,2,1,1,1
968,1361,40,329,1,4,2,88,3,1,2,2387,6762,3,22,4,3,1,7,3,3,4,2,0,3,2,3,1,2,2,1,2,2
969,1362,36,607,7,3,1,83,4,2,1,4639,2261,2,16,3,4,1,17,2,2,15,7,6,13,1,1,4,1,2,2,2,2
970,1363,48,855,4,3,4,54,3,3,4,7898,18706,1,11,3,3,0,11,2,3,10,9,0,8,2,4,1,2,1,1,2,2
971,1364,27,1291,11,3,3,98,4,1,4,2534,6527,8,14,3,2,1,5,4,3,1,0,0,0,1,7,3,1,2,1,2,2
972,1367,51,1405,11,2,4,82,2,4,2,13142,24439,3,16,3,2,0,29,1,2,5,2,0,3,2,4,5,1,1,1,2,2
973,1368,18,1124,1,3,4,97,3,1,4,1611,19305,1,15,3,3,0,0,5,4,0,0,0,0,2,3,1,1,1,3,2,2
974,1369,35,817,1,3,4,60,2,2,4,5363,10846,0,12,3,2,1,10,0,3,9,7,0,0,2,3,3,1,2,1,2,2
975,1371,27,793,2,1,4,43,1,2,4,5071,20392,3,20,4,2,0,8,3,3,6,2,0,0,1,1,1,2,1,2,2,2
976,1372,55,267,13,4,1,85,4,4,3,13695,9277,6,17,3,3,0,24,2,2,19,7,3,8,1,1,4,2,1,1,1,1
977,1373,56,1369,23,3,4,68,3,4,2,13402,18235,4,12,3,1,1,33,0,3,19,16,15,9,2,4,1,2,2,1,1,2
978,1374,34,999,26,1,1,92,2,1,3,2029,15891,1,20,4,3,3,5,2,3,5,4,0,0,2,2,5,1,3,3,2,2
979,1375,40,1202,2,1,2,89,4,2,3,6377,13888,5,20,4,2,3,15,0,3,12,11,11,8,2,5,3,1,3,1,2,2
980,1377,34,285,29,3,2,86,3,2,3,5429,17491,4,13,3,1,2,10,1,3,8,7,7,7,2,3,3,2,2,1,2,2
981,1379,31,703,2,3,3,90,2,1,4,2785,11882,7,14,3,3,0,3,3,4,1,0,0,0,1,7,1,1,1,2,2,1
982,1380,35,662,18,4,4,67,3,2,3,4614,23288,0,18,3,3,1,5,0,2,4,2,3,2,1,1,4,1,2,2,1,1
983,1382,38,693,7,3,4,57,4,1,3,2610,15748,1,11,3,4,3,4,2,3,4,2,0,3,2,2,1,2,3,2,2,2
984,1383,34,404,2,4,3,98,3,2,4,6687,6163,1,11,3,4,0,14,2,4,14,11,4,11,2,5,5,1,1,1,2,2
985,1387,28,736,26,3,3,48,2,2,1,4724,24232,1,11,3,3,1,5,0,3,5,3,0,4,1,1,1,2,2,1,2,2
986,1389,31,330,22,4,4,98,3,2,3,6179,21057,1,15,3,4,2,10,3,2,10,2,6,7,2,4,3,2,2,1,1,1
987,1390,39,1498,21,4,1,44,2,2,4,6120,3567,3,12,3,4,2,8,2,4,5,4,1,4,1,1,1,2,2,1,1,2
988,1391,51,541,2,3,2,52,3,3,2,10596,15395,2,11,3,2,0,14,5,3,4,2,3,2,1,1,4,2,2,2,2,2
989,1392,41,1200,22,3,4,75,3,2,4,5467,13953,3,14,3,1,2,12,4,2,6,2,3,3,2,2,1,1,3,2,1,2
990,1394,37,1439,4,1,3,54,3,1,3,2996,5182,7,15,3,4,0,8,2,3,6,4,1,3,2,2,1,2,2,1,1,2
991,1395,33,1111,5,1,2,61,3,2,4,9998,19293,6,13,3,1,0,8,2,4,5,4,1,2,1,1,1,2,2,2,2,2
992,1396,32,499,2,1,3,36,3,2,2,4078,20497,0,13,3,1,3,4,3,2,3,2,1,2,1,1,4,2,2,1,1,2
